X,Y,Class
0.001,10.3068,low
0.001,9.1301,low
0.3669,12.413,high
1783.4039,15.3808,high
0.001,9.9452,low
1190.3948,13.3436,high
12.8224,14.8132,high
0.001,9.5057,low
0.0039,9.3357,high
0.001,9.5224,low
0.231,19.0842,high
0.001,9.3166,low
103.5619,13.1085,high
0.001,9.4149,low
9.8862,13.2989,high
0.001,9.3385,low
0.001,10.2069,low
20.3552,12.8494,high
0.001,10.2581,low
0.001,10.5983,low
3.1962,15.7916,high
0.001,10.6135,low
0.0421,17.367,high
0.001,10.3684,low
0.001,9.6229,low
0.001,9.4636,low
16.2283,11.9021,high
71.7128,18.3344,high
0.001,10.5699,low
0.001,10.035,low
0.001,10.0899,low
0.5434,15.5029,high
0.001,10.2019,low
0.001,9.8876,low
0.001,9.0667,low
0.001,9.3052,low
2.5851,14.7447,high
1.1141,13.5431,high
0.001,9.9074,low
0.001,10.5151,low
0.001,9.8254,low
227.3062,13.8124,high
3144.9238,13.7559,high
0.001,11.2948,low
0.001,10.1166,low
4.0061,12.0411,high
0.7596,19.1917,high
50.7228,14.3398,high
0.001,9.2712,low
0.001,9.9185,low
96.8483,13.7454,high
27.8872,14.6966,high
0.0667,15.801,high
218.06,15.6723,high
0.001,9.7784,low
10.8899,15.4251,high
0.001,10.7061,low
25.648,18.6592,high
129.8414,15.6771,high
0.001,10.5005,low
43.7022,15.778,high
2.7582,17.054,high
0.001,9.8173,low
0.001,10.5535,low
0.8444,13.8215,high
0.001,9.5747,low
1.3221,15.7262,high
0.001,10.3314,low
0.001,9.1158,low
6.5796,12.9007,high
0.001,9.7357,low
0.0617,15.8392,high
527.4888,15.2872,high
73.0612,14.9994,high
174.0192,17.2337,high
0.001,10.8306,low
0.001,11.1455,low
0.0202,14.4647,high
0.001,9.2147,low
0.001,11.2017,low
0.001,9.9834,low
0.001,9.8868,low
0.001,10.9191,low
0.001,10.7567,low
584.2407,11.4272,high
0.001,10.0521,low
0.001,9.4662,low
0.001,10.5235,low
65.0622,15.7283,high
574.6503,16.9578,high
0.001,10.5669,low
8.0587,10.8444,high
100.5347,10.0244,high
0.001,9.7179,low
0.001,10.4356,low
48.0978,13.4001,high
0.001,11.0384,low
51.9775,14.6337,high
0.001,10.0923,low
0.001,10.5867,low
0.001,10.0219,low
0.001,9.6938,low
0.001,10.2455,low
15.1685,14.8215,high
0.001,9.9262,low
35.2166,12.7609,high
0.001,10.3795,low
2.815,19.6073,high
0.001,9.4402,low
0.082,16.5377,high
0.001,10.2757,low
0.001,9.7117,low
35.3491,16.3308,high
107.0723,13.7234,high
0.001,9.5003,low
825.8251,12.6913,high
0.001,9.4862,low
0.001,10.4484,low
8.4133,17.5813,high
248.5209,17.1368,high
0.001,9.933,low
0.001,10.5742,low
0.6773,14.5029,high
0.001,9.6458,low
0.001,10.2373,low
520.2132,12.9519,high
1272.6537,17.3434,high
0.001,9.4545,low
0.1435,13.5438,high
0.001,10.2433,low
0.001,9.6475,low
0.001,9.7022,low
0.001,8.9233,low
0.001,9.2026,low
0.0055,11.8643,high
16.5386,13.7314,high
0.001,10.166,low
4.3567,14.4317,high
38.4858,12.2543,high
1.0824,18.6361,high
0.001,9.636,low
0.0418,15.7352,high
7.7476,15.9118,high
0.8979,16.7781,high
4.4076,17.5539,high
0.001,10.0842,low
0.001,10.1006,low
1.4697,14.6115,high
0.001,10.6094,low
0.0634,12.8974,high
0.001,9.3585,low
0.001,10.4475,low
0.001,9.9587,low
0.1131,19.3301,high
0.001,9.0123,low
28.6031,13.5618,high
0.001,10.1837,low
0.001,10.1343,low
411.4062,13.7718,high
0.001,10.2789,low
88.1542,15.7401,high
1.254,12.1541,high
0.001,10.1005,low
22.6671,19.4251,high
0.0741,17.7109,high
0.001,9.2094,low
0.001,9.8474,low
0.001,9.5303,low
1.378,16.443,high
0.001,9.6743,low
0.001,10.5935,low
1.698,14.6074,high
1.063,15.1953,high
0.001,9.8955,low
0.001,10.3466,low
0.001,10.0106,low
752.9902,14.2588,high
0.001,9.4366,low
1.1368,14.2129,high
31.9716,15.0681,high
0.001,10.4475,low
0.001,9.9508,low
0.001,10.8069,low
0.0862,12.6555,high
0.0172,18.2296,high
163.2677,11.6347,high
290.1059,17.6573,high
0.001,10.6997,low
0.001,9.6633,low
1.4648,12.3344,high
2.1733,13.0123,high
3426.1883,16.5864,high
0.1968,14.9778,high
0.001,9.7818,low
0.001,10.3595,low
0.001,9.5544,low
66.2253,13.9696,high
1.7397,12.7927,high
117.6226,13.3262,high
0.001,10.0952,low
0.001,9.5982,low
2.1774,16.9206,high
0.1747,15.639,high
0.001,9.8387,low
25.0688,16.7446,high
0.001,10.6921,low
249.8362,15.8984,high
0.001,11.1262,low
195.9892,14.8456,high
0.001,10.016,low
0.3168,15.486,high
0.001,9.5008,low
40.5959,15.4446,high
0.599,10.3677,high
0.0051,14.2056,high
0.001,10.0923,low
0.001,8.9137,low
0.001,11.0067,low
0.001,9.4292,low
2.0222,14.3343,high
6.3717,14.3218,high
0.001,10.2483,low
700.3,17.6611,high
0.001,10.0384,low
11.1215,12.5654,high
1026.4338,15.7228,high
0.001,9.6793,low
0.001,10.4992,low
49.6717,13.3314,high
58.6948,12.2567,high
511.4263,13.9294,high
0.1193,15.6248,high
0.001,10.0032,low
0.001,11.0442,low
0.001,11.5689,low
1.6761,18.3108,high
0.001,9.6972,low
95.9082,12.4613,high
0.2244,14.8716,high
3.963,14.6793,high
148.8483,17.9052,high
0.001,9.5323,low
0.0027,13.0706,high
57.2324,16.1597,high
0.0495,12.9148,high
0.0481,12.4391,high
0.001,10.1066,low
0.001,10.7642,low
1.8995,15.7213,high
0.001,10.5457,low
0.4048,13.7445,high
0.001,10.4168,low
1750.6278,15.8989,high
0.0075,15.9163,high
0.001,10.0121,low
0.001,9.2987,low
266.2712,13.5265,high
0.001,10.5953,low
0.001,9.602,low
0.001,9.7556,low
74.3359,18.8228,high
0.001,9.6538,low
0.001,10.3694,low
10.2981,14.7737,high
16.7233,14.1681,high
0.001,9.6554,low
6.4704,15.2069,high
10.7485,14.2867,high
0.001,9.607,low
0.001,10.404,low
0.001,10.2202,low
0.001,10.2716,low
711.4126,14.1938,high
0.2441,12.6006,high
0.001,9.5804,low
0.0519,13.5408,high
0.001,10.0377,low
0.001,10.4764,low
0.1308,16.0112,high
0.0049,11.8048,high
0.001,9.8175,low
0.001,9.4281,low
0.5231,13.8269,high
0.001,9.2184,low
0.001,9.3217,low
0.001,10.2332,low
16.7416,19.3682,high
44.3464,15.4485,high
0.17,17.8946,high
0.2884,16.2204,high
0.5103,14.0961,high
0.001,9.6239,low
0.001,10.0052,low
0.2513,13.0284,high
0.001,10.3174,low
3.9073,10.7455,high
0.001,9.9983,low
0.001,9.3781,low
0.001,10.6065,low
152.0988,18.2569,high
0.001,10.0442,low
0.001,10.4847,low
0.001,10.0626,low
6.0369,16.0055,high
0.001,10.328,low
0.001,9.314,low
2.4421,18.9451,high
0.3399,16.515,high
0.1273,13.3944,high
11.3501,16.6604,high
0.001,9.6881,low
0.001,10.1622,low
17.0569,12.6567,high
533.719,16.7893,high
0.001,9.5591,low
0.1575,11.3198,high
0.0694,17.5921,high
0.0128,12.0664,high
0.6127,14.4312,high
0.001,9.8982,low
0.001,9.5363,low
2.0929,16.2065,high
0.001,11.1597,low
0.2926,14.1728,high
57.4106,13.6501,high
62.9637,15.5386,high
0.3686,16.5643,high
59.6545,15.2524,high
0.6113,13.7345,high
3.2761,17.4011,high
8.9375,15.7593,high
0.001,9.5768,low
0.5434,14.6974,high
0.001,10.5049,low
0.0066,19.0306,high
0.001,9.327,low
0.001,10.4663,low
0.001,9.7287,low
0.0215,12.228,high
0.001,9.6866,low
13.4583,15.092,high
0.001,10.4251,low
0.001,10.1513,low
0.001,9.9814,low
0.0013,16.2811,high
0.0048,12.6319,high
124.1374,13.2722,high
0.001,9.8706,low
0.001,10.038,low
0.001,10.3663,low
474.7489,14.4239,high
6.071,16.1395,high
8.7306,13.3692,high
28.905,14.9554,high
0.001,9.6743,low
0.001,10.1615,low
1.6598,17.0768,high
63.8389,16.6695,high
254.9001,14.878,high
0.001,9.4519,low
6.351,11.9299,high
0.0705,19.6401,high
35.7364,14.0909,high
9.2314,16.1929,high
0.001,9.5563,low
4.565,17.3834,high
26.8093,15.2807,high
0.001,9.7661,low
0.9074,15.9618,high
0.001,10.7383,low
1.1301,13.4325,high
0.001,10.191,low
0.1401,16.7111,high
0.001,10.4824,low
0.001,9.6004,low
0.7099,11.6868,high
0.001,9.6611,low
167.2906,15.8884,high
0.001,10.2933,low
1096.234,14.2616,high
3.7342,15.2639,high
0.1157,17.3811,high
14.8785,15.6263,high
0.001,10.0683,low
0.001,10.1204,low
0.001,9.7213,low
15.223,15.3923,high
0.001,9.7706,low
0.001,10.3771,low
0.001,9.9815,low
0.001,9.7248,low
0.001,10.0322,low
0.4459,18.3381,high
17.1545,17.9949,high
0.001,9.5949,low
5.8201,16.6935,high
0.001,9.4484,low
55.1158,10.0233,high
1147.3541,15.516,high
0.001,10.5983,low
0.001,9.8398,low
0.001,9.5064,low
0.2934,14.5731,high
0.001,10.5634,low
0.001,10.2539,low
0.001,8.5757,low
0.001,10.0203,low
19.7753,17.1279,high
0.001,9.9137,low
0.001,11.0825,low
0.001,10.5929,low
0.001,9.8933,low
0.001,9.3871,low
87.0077,14.0578,high
1.4421,14.8068,high
0.001,9.6061,low
0.001,10.5113,low
0.001,10.7716,low
9.0909,11.9346,high
0.001,9.5043,low
0.001,9.649,low
30.5356,16.1448,high
2.4585,16.293,high
0.7098,12.4234,high
2.0442,15.0368,high
0.001,10.9499,low
0.5829,15.9924,high
73.762,17.7992,high
0.0813,11.7239,high
0.001,8.9241,low
0.001,9.5909,low
0.001,9.0847,low
2.7886,13.8878,high
739.5644,12.9577,high
0.001,10.4596,low
0.0184,14.8521,high
0.117,12.4902,high
0.001,10.3363,low
0.0015,13.0097,high
0.001,9.5403,low
1.1135,18.7754,high
0.001,10.2098,low
0.001,10.1116,low
2.7896,16.3299,high
40.8531,12.4308,high
0.1292,10.6202,high
0.001,10.8663,low
0.4786,12.9788,high
0.0161,15.5296,high
0.001,9.4998,low
167.9249,17.1412,high
0.001,10.0073,low
0.001,10.913,low
0.001,10.1416,low
1.1586,14.637,high
0.3773,13.5339,high
0.001,9.8644,low
16.4801,16.4246,high
0.0061,11.846,high
0.001,8.7349,low
247.0847,13.1908,high
0.001,10.4002,low
0.001,9.756,low
0.001,10.017,low
0.001,9.6951,low
151.7354,15.1425,high
0.003,15.3511,high
0.0592,15.357,high
0.001,10.112,low
1.1456,14.2049,high
0.001,9.9025,low
0.001,10.2718,low
0.001,10.4302,low
0.379,11.7374,high
5.5612,16.5521,high
0.001,9.9159,low
0.001,10.4192,low
1.5723,14.5627,high
0.001,9.9893,low
0.099,12.581,high
0.0287,13.7647,high
777.7752,15.0789,high
0.001,9.6647,low
0.001,10.1443,low
0.001,10.1654,low
0.6397,17.4604,high
0.001,9.1257,low
0.0132,14.1806,high
99.4702,16.3579,high
0.001,10.1192,low
0.001,9.1688,low
28.854,14.8111,high
666.463,16.1016,high
0.001,9.8165,low
13.6651,13.0406,high
0.001,9.9879,low
0.1582,13.5811,high
0.2987,14.1642,high
0.001,9.7085,low
0.001,9.8894,low
16.2234,13.2194,high
0.2114,14.2246,high
0.001,10.8475,low
0.001,10.5541,low
0.001,9.9351,low
0.0726,15.0144,high
0.5531,14.8868,high
0.1322,12.5219,high
0.001,10.5429,low
0.001,10.6588,low
0.0171,18.1797,high
0.001,10.1468,low
24.3,14.6713,high
0.001,10.2606,low
0.001,10.499,low
36.5432,18.1773,high
9.7199,16.4884,high
0.4235,12.0462,high
0.001,9.8525,low
3530.9631,17.2016,high
0.001,9.2431,low
0.001,9.5669,low
0.001,10.3967,low
0.001,9.6765,low
0.1228,12.2058,high
0.0325,13.9357,high
0.001,10.291,low
2.9072,13.0493,high
0.001,10.696,low
16.2003,17.3895,high
0.001,9.4062,low
0.001,10.6002,low
0.001,10.7607,low
0.4172,17.1817,high
0.001,9.6655,low
5.4291,13.9509,high
272.4531,16.0125,high
0.001,10.0141,low
0.001,9.9121,low
3.5374,14.7212,high
1.7346,16.3904,high
39.9788,15.1454,high
0.6606,16.2082,high
0.001,9.9765,low
0.001,9.6989,low
0.116,13.0954,high
0.001,10.1808,low
0.001,10.5363,low
566.1384,15.7766,high
0.0152,14.741,high
0.001,10.0431,low
0.001,9.7355,low
0.001,9.5334,low
73.7143,16.7233,high
0.001,9.6241,low
0.001,9.9098,low
0.0011,15.8564,high
0.001,9.8954,low
0.001,9.8136,low
0.001,9.9902,low
0.001,10.4582,low
24.4773,12.3157,high
0.001,10.4784,low
72.444,19.6158,high
280.8246,18.2812,high
0.001,9.9743,low
0.001,9.5203,low
15962.4953,17.753,high
0.6738,11.0622,high
0.001,10.2707,low
0.1882,11.9054,high
0.001,9.3952,low
0.001,9.7269,low
0.1615,13.1042,high
0.001,10.1608,low
3.0114,16.0445,high
0.001,10.3898,low
0.001,9.9344,low
0.001,9.8805,low
0.001,9.8315,low
421.4386,14.6758,high
0.001,10.5804,low
968.1109,15.7595,high
0.001,10.275,low
0.001,10.216,low
0.0411,15.3161,high
0.001,9.8326,low
0.001,8.9391,low
0.001,9.9308,low
17.656,17.4416,high
0.001,9.5823,low
32.8476,17.1654,high
0.001,10.8389,low
15.0766,14.5238,high
0.001,11.003,low
938.924,14.6544,high
16.8945,19.9704,high
0.001,10.2691,low
0.001,8.9322,low
0.001,10.2182,low
0.3346,14.93,high
0.001,10.6587,low
0.001,9.8523,low
0.001,9.1924,low
0.001,9.5127,low
0.3594,16.6466,high
1.2071,15.9431,high
0.1924,14.2202,high
0.001,10.6138,low
0.77,16.0119,high
0.001,10.4639,low
0.001,10.1196,low
2.2788,13.9413,high
0.9295,13.0133,high
16.2632,15.3155,high
0.001,10.6575,low
0.2309,13.8721,high
0.001,10.1692,low
1.6769,15.8509,high
0.001,9.9207,low
29.1893,21.4862,high
3903.2834,19.5633,high
0.001,10.0799,low
0.0559,12.2565,high
0.0284,15.1543,high
3492.2219,14.2774,high
0.2738,15.6617,high
127.7543,13.7853,high
0.3523,12.2196,high
0.001,9.2476,low
2.5719,12.7955,high
0.001,9.3952,low
27.1216,12.6439,high
0.001,10.187,low
0.001,9.2485,low
0.1768,12.9956,high
0.001,10.099,low
0.4007,17.4992,high
1.8501,14.4337,high
0.001,10.2565,low
0.001,9.9238,low
0.001,9.9867,low
0.001,11.0313,low
0.3061,15.0601,high
0.001,8.5298,low
0.001,9.3102,low
0.001,10.1123,low
0.001,9.5862,low
0.001,10.452,low
0.001,9.7476,low
3.5023,14.9249,high
0.001,10.2968,low
0.001,10.7993,low
0.062,15.2227,high
33.6702,15.1592,high
3.6851,16.4423,high
0.001,9.6611,low
0.001,10.2731,low
0.001,11.5966,low
0.001,9.9018,low
213.5513,10.6952,high
1.2327,14.2002,high
0.0169,11.4122,high
12.9103,14.3149,high
17.0811,13.646,high
58.89,12.4474,high
1.7768,14.8042,high
0.001,10.3491,low
0.001,10.1087,low
236.3431,13.7835,high
12.7843,20.0231,high
79.382,15.7113,high
6.9821,18.2176,high
0.001,10.2344,low
0.001,10.0575,low
0.001,10.3506,low
0.001,10.4766,low
23.0582,15.3361,high
0.938,16.1481,high
0.0737,13.1675,high
0.8536,15.4332,high
0.001,9.6731,low
31.8519,12.6933,high
0.001,10.4054,low
0.001,9.9478,low
0.001,10.8748,low
0.001,9.0995,low
0.4262,15.6432,high
6.4496,14.6092,high
13.7183,18.7955,high
0.1296,13.9434,high
0.001,9.8139,low
0.001,10.1346,low
0.0024,13.4396,high
1.2866,16.7874,high
25.279,20.7368,high
3.2619,15.9025,high
0.001,10.1599,low
0.001,10.2987,low
0.001,9.1535,low
0.001,10.1413,low
0.1834,13.5367,high
0.001,10.2239,low
0.001,10.5429,low
3.5553,17.7044,high
0.7846,15.1033,high
1.7693,14.8251,high
0.001,10.0308,low
0.001,10.1194,low
6.1697,17.6066,high
0.001,9.2809,low
0.001,10.2683,low
0.3373,14.3466,high
4.033,17.4005,high
0.001,10.8078,low
0.001,9.9164,low
256.8814,12.6477,high
0.001,9.4951,low
82.2923,11.2842,high
0.001,10.4819,low
0.001,10.5505,low
0.001,9.7677,low
0.001,9.4402,low
0.001,10.2095,low
3.4375,17.0149,high
0.001,9.4483,low
11.6731,15.2962,high
0.001,10.2828,low
0.001,9.9822,low
2.7558,14.9102,high
0.001,9.9395,low
0.001,10.2185,low
33.9473,16.0966,high
0.001,9.3151,low
0.001,9.4482,low
659.7561,11.6216,high
0.001,9.4661,low
0.001,9.0624,low
0.001,9.7256,low
0.001,10.8638,low
11.8834,14.7525,high
1.6445,13.8942,high
0.001,9.7715,low
0.3895,18.7809,high
0.0364,17.5577,high
1.2962,11.9613,high
0.001,10.957,low
283.3139,14.1696,high
0.001,10.3541,low
49.9382,13.1919,high
1.8745,14.3794,high
0.001,9.099,low
0.001,10.6868,low
0.001,10.0843,low
0.001,9.8253,low
4.7343,15.3832,high
0.7814,15.3139,high
0.227,14.1764,high
0.001,10.9506,low
0.001,10.1122,low
356.4186,9.9355,high
0.001,9.9872,low
0.1243,16.9,high
0.001,10.1733,low
0.595,13.2541,high
106.9643,15.7583,high
0.001,9.9398,low
7.6787,13.7944,high
0.001,9.2931,low
0.0333,13.6086,high
0.001,9.764,low
